,position,company,location,min_salary,max_salary,currency,link
229,Программист,ООО Мед ТеКо ,Мытищи,80000,100000,руб.,https://hh.ru/vacancy/37298212?query=Python
230,Аналитик по машинному обучению,ООО Энтел-Транспорт ,Москва,80000,,руб.,https://hh.ru/vacancy/36904901?query=Python
231,Web-разработчик, ИТ-ЛИНК ,Курган,20000,40000,руб.,https://hh.ru/vacancy/37041745?query=Python
232,Ведущий тестировщик ПО / QA automation engineer, Новые Программные Системы ,Санкт-Петербург,120000,160000,руб.,https://hh.ru/vacancy/36998924?query=Python
233,Эксперт по Информационной безопасности (Пентестер), Agensi Pekerjaan Crest Force(M) SDN.BHD ,Санкт-Петербург,100000,,руб.,https://hh.ru/vacancy/37313177?query=Python
234,"Разработчик Delphi, SQL",ООО Инструментальный дом ,Москва,110000,120000,руб.,https://hh.ru/vacancy/37294484?query=Python
235,Java developer,ООО Хиус ,Москва,180000,260000,руб.,https://hh.ru/vacancy/37334712?query=Python
236,Python/Go Developer, ДомКлик ,Москва,,,,https://hh.ru/vacancy/34567979?query=Python
237,DevOps - разработчик ПО,ООО Прогматик Лаб ,Москва,200000,,руб.,https://hh.ru/vacancy/35275243?query=Python
238,QA engineer,ООО Аксиома ,Санкт-Петербург,55000,,руб.,https://hh.ru/vacancy/36804282?query=Python
239,Реверс-инженер,"ЗАО Станкоинформзащита, НТЦ ",Москва,80000,200000,руб.,https://hh.ru/vacancy/37327300?query=Python
240,Web frontend developer,ООО Тетракуб ,Санкт-Петербург,,,,https://hh.ru/vacancy/37362525?query=Python
241,Инженер-разработчик,ООО Синапс ,Москва,90000,,руб.,https://hh.ru/vacancy/37007030?query=Python
242,Разработчик алгоритмов глубокого обучения (нейросетевой разработчик), Кафедра радиоэлектроники и прикладной информатики МФТИ ,Москва,150000,250000,руб.,https://hh.ru/vacancy/37182582?query=Python
243,Intern to Actuarial team, Deloitte Ukraine ,Киев,,,,https://hh.ru/vacancy/37025607?query=Python
244,Инженер системной интеграции,ООО ТатАИСЭнерго ,Казань,50000,70000,руб.,https://hh.ru/vacancy/37305753?query=Python
245,Frontend Javascript разработчик, Vilesse ,Москва,150000,220000,руб.,https://hh.ru/vacancy/37414984?query=Python
246,Web-программист (удаленно), Welbex ,Москва,30000,,руб.,https://hh.ru/vacancy/37392285?query=Python
247,Инженер, ФГУП НИИ Квант ,Москва,,,,https://hh.ru/vacancy/37299155?query=Python
248,Software Engineer, Jimdo GMBH ,Германия,,,,https://hh.ru/vacancy/37220300?query=Python
249,Quantitative Researcher (Trader), Alber Blanc ,Санкт-Петербург,,10000,EUR,https://hh.ru/vacancy/37029684?query=Python
250,Системный администратор Linux,ООО Квиктел ,Москва,90000,120000,руб.,https://hh.ru/vacancy/37217012?query=Python
251,Junior Python Developer for Imunify Security [Remote], Cloud Linux ,Москва,,,,https://hh.ru/vacancy/37236151?query=Python
252,Руководитель локальной группы Data Science в г. Москва,ТОО Business and Technology Services ,Москва,,,,https://hh.ru/vacancy/36672688?query=Python
253,Full-stack разработчик, Comagic ,Тула,50000,,руб.,https://hh.ru/vacancy/37104130?query=Python
254,Senior Backend Developer, РОССИННО ,Санкт-Петербург,140000,200000,руб.,https://hh.ru/vacancy/36921273?query=Python
255,Программист Go,ООО Прикладные технологии ,Челябинск,50000,150000,руб.,https://hh.ru/vacancy/37018872?query=Python
256,DevOps / Системный инженер,ООО Бриксис Текноледжис Раша ,Новосибирск,100000,,руб.,https://hh.ru/vacancy/36632124?query=Python
257,Разработчик баз данных (MS SQL), КДВ Групп ,Новосибирск,120000,,руб.,https://hh.ru/vacancy/37394076?query=Python
258,PHP-программист,ООО ЭС-АЙ Безопасность ,Санкт-Петербург,75000,,руб.,https://hh.ru/vacancy/37411225?query=Python
259,Frontend Developer, Alber Blanc ,Санкт-Петербург,,,,https://hh.ru/vacancy/37033081?query=Python
260,System architect, Digift ,Санкт-Петербург,200000,250000,руб.,https://hh.ru/vacancy/37137671?query=Python
261,Разработчик Power BI,ООО FIN.by / Акцент-Консалт ,Минск,,,,https://hh.ru/vacancy/37213267?query=Python
262,Senior iOS разработчик, BestDoctor ,Москва,170000,350000,руб.,https://hh.ru/vacancy/36858094?query=Python
263,Реверс-инженер,ООО ЖУЙЭРСЫ ,Санкт-Петербург,1500,5000,USD,https://hh.ru/vacancy/35634568?query=Python
264,DevOps Engineer,ООО И-Экс-Пи Кэпитал ,Минск,,,,https://hh.ru/vacancy/37322606?query=Python
265,Инженер-разработчик радиоэлектронных устройств, Радио Гигабит ,Нижний,,,,https://hh.ru/vacancy/37314450?query=Python
266,Data Scientist,ООО Изибрэйн ,Минск,,,,https://hh.ru/vacancy/37332190?query=Python
267,Инженер по внедрению и сопровождению,ООО ИНИТИ ,Москва,130000,,руб.,https://hh.ru/vacancy/37413977?query=Python
268,Senior Kotlin / Java разработчик, Эквид ,Ульяновск,150000,,руб.,https://hh.ru/vacancy/35172686?query=Python
269,DevOps Engineer, Pushwoosh ,Новосибирск,,,,https://hh.ru/vacancy/35899351?query=Python
270,Тестировщик (QA engineer),ООО РАБЛЗ ,Москва,,,,https://hh.ru/vacancy/37325414?query=Python
271,"Senior Full Stack Engineer - Limassol, Cyprus",ООО Find IT talent ,Кипр,4000,,EUR,https://hh.ru/vacancy/37412541?query=Python
272,Аналитик, ДомКлик ,Москва,,,,https://hh.ru/vacancy/36551177?query=Python
273,Системный администратор Linux/Linux DevOps,ИП Бовсуновский И.В. ,Самара,100000,130000,руб.,https://hh.ru/vacancy/37025625?query=Python
274,Python-разработчик (Middle Python Developer),ООО РАБЛЗ ,Москва,,230000,руб.,https://hh.ru/vacancy/36887804?query=Python
275,Системный администратор Linux,ООО Прикладные технологии ,Челябинск,80000,,руб.,https://hh.ru/vacancy/36678358?query=Python
276,Системный администратор,ООО Центр-СБК ,Нижний,67500,,руб.,https://hh.ru/vacancy/37047600?query=Python
277,Embedded программист С++,ООО Геоскан ,Санкт-Петербург,70000,,руб.,https://hh.ru/vacancy/37036595?query=Python
278,Системный администратор Linux/Linux DevOps,ИП Бовсуновский И.В. ,Севастополь,100000,130000,руб.,https://hh.ru/vacancy/37025626?query=Python
279,Аналитик, Студия Кефир ,Волгоград,,,,https://hh.ru/vacancy/37396839?query=Python
280,Web-разработчик,АО Заубер Банк ,Санкт-Петербург,,,,https://hh.ru/vacancy/37035300?query=Python
281,PHP-программист, retailCRM ,Ростов-на-Дону,,,,https://hh.ru/vacancy/37044230?query=Python
282,Специалист в области компьютерного зрения,ООО Инвестиционная Идея ,Москва,,,,https://hh.ru/vacancy/37409987?query=Python
283,Программист-разработчик,ООО НТЦ ИТ Роса ,Москва,,200000,руб.,https://hh.ru/vacancy/37190810?query=Python
284,DevOps специалист, Adwirk Group ,Санкт-Петербург,150000,200000,руб.,https://hh.ru/vacancy/37080890?query=Python
285,Game Data Analyst (Flime by Gismart), Gismart ,Минск,,,,https://hh.ru/vacancy/37120085?query=Python
286,Ruby on Rails developer, evrone.ru ,Москва,80000,220000,руб.,https://hh.ru/vacancy/37326648?query=Python
287,Системный администратор Linux / DevOps, Vilesse ,Москва,100000,150000,руб.,https://hh.ru/vacancy/37414970?query=Python
288,Маркетинговый аналитик (GameDev), Crazy Panda ,Москва,,,,https://hh.ru/vacancy/36657151?query=Python
289,Программист С++,ЗАО Геоцентр-Консалтинг ,Москва,120000,,руб.,https://hh.ru/vacancy/37406281?query=Python
290,Аналитик данных,ООО Фаззи Лоджик Лабс ,Москва,,,,https://hh.ru/vacancy/32265417?query=Python
291,ETL/BI junior разработчик, DBI ,Ростов-на-Дону,,,,https://hh.ru/vacancy/37022659?query=Python
292,C# программист (.NET Core Web API),ООО SNH MeisterSoft ,Москва,,,,https://hh.ru/vacancy/36928976?query=Python
293,Lead Data Science, АЛЬФА-БАНК ,Минск,,,,https://hh.ru/vacancy/37021558?query=Python
294,Back-end Developer (Go & Python), Exness ,Санкт-Петербург,,,,https://hh.ru/vacancy/36924871?query=Python
295,Game Analyst (Mobile Games),ООО Whaleapp,Киев,1200,1700,USD,https://hh.ru/vacancy/37364614?query=Python
296,Senior/Regular QA Manual Engineer, Smart Development Ltd ,Москва,1500,2500,USD,https://hh.ru/vacancy/37404094?query=Python
297,Инженер по внедрению и техподдержке телекоммуникационного биллинга, Латера ,Санкт-Петербург,70000,,руб.,https://hh.ru/vacancy/37103722?query=Python
298,Build Engineer, МСК ГРУПП ,Самара,40000,,руб.,https://hh.ru/vacancy/37374533?query=Python
299,Программист Python full stack, PROEKTON ,Москва,50000,150000,руб.,https://hh.ru/vacancy/37032727?query=Python
300,Аналітик з ринкових ризиків, ДТЭК ,Киев,,,,https://hh.ru/vacancy/37314245?query=Python
301,"Веб-программист Python/Django, full-stack", Синтезис ,Москва,85000,,руб.,https://hh.ru/vacancy/37062486?query=Python
302,Elixir разработчик, Quiet Media ,Москва,,,,https://hh.ru/vacancy/37043869?query=Python
303,Математик-программист/Инженер по компьютерному зрению и обработке изображений, Медицинские Технологии Лтд. ,Москва,,,,https://hh.ru/vacancy/37284012?query=Python
304,Scala Developer (Java / C++ / С# / Python) (направление решений в образовании), NAUMEN ,Екатеринбург,,,,https://hh.ru/vacancy/36114431?query=Python
